user,failed_logins,requests_count,docs_accessed,docs_downloaded,hour_of_day,error_rate,unique_endpoints,session_duration_min,sensitive_docs_accessed,distinct_ips,share_actions,admin_actions,password_reset_delay_min,e2e_key_failures,repeated_doc_downloads,is_anomaly,predicted_anomaly,anomaly_score
user_34@scp.local,0,62,2,5,11,0.017,8,14.7,2,1,2,0,0,0,1,0,0,0.193143
user_47@scp.local,0,94,9,5,16,0.026,8,80.0,1,1,0,0,0,0,2,0,0,0.172364
user_23@scp.local,0,67,5,5,16,0.001,7,117.9,0,1,0,0,0,0,2,0,0,0.180083
user_39@scp.local,0,92,10,2,13,0.014,3,53.0,1,1,0,0,0,0,2,0,0,0.182790
user_8@scp.local,0,78,7,5,12,0.002,9,107.8,0,2,3,0,0,0,1,0,0,0.140305
user_16@scp.local,0,33,1,2,14,0.007,3,7.6,0,1,0,0,0,0,0,0,0,0.163590
user_16@scp.local,0,95,2,4,9,0.046,6,58.6,2,1,0,0,0,0,0,0,0,0.173109
user_24@scp.local,0,62,1,2,14,0.037,7,113.8,0,1,1,0,0,0,1,0,0,0.197556
user_19@scp.local,0,46,8,4,15,0.019,4,104.6,2,1,3,0,0,0,2,0,0,0.187438
user_40@scp.local,0,55,0,1,12,0.012,7,97.2,1,1,3,0,0,0,2,0,0,0.188656
user_37@scp.local,0,30,4,0,11,0.006,4,57.4,0,1,0,0,0,0,1,0,0,0.185887
user_24@scp.local,0,43,5,5,15,0.043,8,21.7,0,1,0,0,0,0,1,0,0,0.190419
user_50@scp.local,0,59,10,1,10,0.011,6,41.3,0,1,3,0,0,0,0,0,0,0.178426
user_2@scp.local,0,71,0,0,11,0.043,3,31.1,2,1,1,0,0,0,1,0,0,0.180366
user_2@scp.local,0,28,13,6,15,0.032,10,103.4,0,1,2,0,0,0,1,0,0,0.175908
user_18@scp.local,0,22,1,0,14,0.023,6,35.4,0,1,0,0,0,0,1,0,0,0.186920
user_13@scp.local,0,34,3,4,9,0.014,6,29.9,0,3,1,0,0,0,1,0,0,0.116796
user_11@scp.local,0,75,7,2,16,0.045,9,124.5,1,1,0,0,0,0,1,0,0,0.186028
user_24@scp.local,0,60,30,67,15,0.001,5,85.8,0,1,1,0,0,0,13,1,0,0.000153
user_20@scp.local,0,36,4,4,14,0.026,4,82.0,2,1,1,0,0,0,1,0,0,0.205483
user_30@scp.local,0,91,4,5,13,0.044,4,103.5,1,1,0,0,0,0,0,0,0,0.180451
user_16@scp.local,0,39,7,1,16,0.007,6,62.7,2,1,1,0,0,0,0,0,0,0.192212
user_13@scp.local,0,86,9,3,16,0.019,8,70.9,1,1,0,0,0,0,0,0,0,0.176583
user_44@scp.local,0,66,2,4,17,0.044,5,57.6,0,1,0,0,0,0,2,0,0,0.182752
user_48@scp.local,0,42,2,2,17,0.04,10,47.7,1,1,2,0,0,0,1,0,0,0.190679
user_10@scp.local,0,58,5,3,16,0.002,10,95.8,0,1,3,0,0,0,2,0,0,0.182959
user_25@scp.local,0,34,2,1,13,0.088,3,7.3,2,1,3,0,0,0,2,0,0,0.157999
user_44@scp.local,0,53,2,0,10,0.013,6,65.3,2,1,2,0,0,0,2,0,0,0.191670
user_29@scp.local,0,87,6,2,14,0.034,9,106.8,2,1,0,0,0,0,0,0,0,0.180813
user_23@scp.local,0,45,1,0,13,0.003,10,107.7,0,1,1,0,0,0,1,0,0,0.178594
user_23@scp.local,0,33,4,1,15,0.022,8,23.1,2,1,3,0,0,0,0,0,0,0.187502
user_33@scp.local,0,35,8,4,10,0.024,5,49.7,0,1,1,0,0,0,1,0,0,0.196198
user_7@scp.local,0,18,4,3,11,0.002,9,85.4,2,1,0,0,0,0,2,0,0,0.185311
user_45@scp.local,0,82,5,0,11,0.037,4,20.0,0,1,0,0,0,0,1,0,0,0.181123
user_11@scp.local,0,40,9,3,12,0.031,3,56.7,0,1,3,0,0,0,0,0,0,0.186718
user_48@scp.local,0,69,7,2,12,0.05,7,27.7,2,1,1,0,0,0,2,0,0,0.194496
user_49@scp.local,0,423,3,2,15,0.685,26,83.2,0,1,0,0,0,0,1,1,1,-0.066045
user_33@scp.local,0,30,6,3,14,0.037,6,12.7,0,1,1,0,0,0,1,0,0,0.200561
user_39@scp.local,0,16,2,5,13,0.026,3,51.0,0,1,0,0,0,0,1,0,0,0.183633
user_46@scp.local,0,59,5,1,17,0.001,9,41.9,0,1,1,0,0,0,2,0,0,0.184173
user_24@scp.local,0,98,7,4,17,0.022,7,105.7,1,1,1,0,0,0,1,0,0,0.186753
user_16@scp.local,0,35,6,3,11,0.044,9,101.0,1,1,2,0,0,0,1,0,0,0.204170
user_16@scp.local,0,68,0,4,4,0.031,10,311.3,1,1,1,0,0,0,2,1,0,0.077958
user_14@scp.local,0,69,0,0,17,0.035,7,12.7,0,1,1,0,0,0,1,0,0,0.175131
user_48@scp.local,0,98,4,0,14,0.028,7,38.1,1,1,3,0,0,0,2,0,0,0.188013
user_43@scp.local,0,37,3,5,11,0.009,3,8.6,0,1,1,0,0,0,0,0,0,0.173624
user_4@scp.local,0,46,6,1,15,0.015,8,99.7,1,1,2,0,0,0,1,0,0,0.202439
user_35@scp.local,0,82,4,5,17,0.037,5,23.5,1,1,1,0,0,0,2,0,0,0.189637
user_31@scp.local,0,12,4,1,12,0.001,9,92.0,0,1,1,0,0,0,2,0,0,0.183296
user_27@scp.local,0,83,8,2,12,0.011,5,92.0,2,1,2,0,0,0,0,0,0,0.192660
user_31@scp.local,0,46,5,0,14,0.04,7,95.8,0,3,0,0,0,0,2,0,0,0.103974
user_37@scp.local,0,53,5,0,11,0.038,4,149.9,2,1,1,0,0,0,1,0,0,0.173291
user_10@scp.local,0,61,4,5,16,0.04,8,77.2,2,1,1,0,0,0,0,0,0,0.191349
user_12@scp.local,0,38,15,4,12,0.024,6,20.6,1,1,2,0,0,0,1,0,0,0.174975
user_1@scp.local,0,70,37,72,12,0.018,7,51.9,0,1,3,0,0,0,14,1,1,-0.029422
user_38@scp.local,0,40,6,4,14,0.016,10,71.5,0,1,2,0,0,0,0,0,0,0.192993
user_5@scp.local,0,32,9,0,9,0.068,9,32.8,0,1,3,0,0,0,2,0,0,0.170957
user_43@scp.local,0,35,2,1,10,0.007,9,99.3,0,1,3,0,0,0,2,0,0,0.180254
user_26@scp.local,0,47,12,7,16,0.036,5,112.0,0,1,2,0,0,0,0,0,0,0.164098
user_37@scp.local,0,94,4,3,12,0.03,6,50.0,0,1,0,0,0,0,0,0,0,0.184767
user_7@scp.local,0,86,3,4,15,0.043,7,62.5,1,1,1,0,0,0,1,0,0,0.205129
user_20@scp.local,0,68,5,3,17,0.011,7,91.3,2,1,2,0,0,0,0,0,0,0.195535
user_42@scp.local,0,80,1,3,11,0.039,4,94.4,1,1,1,0,0,0,1,0,0,0.197400
user_47@scp.local,0,90,5,44,17,0.03,7,13.8,14,1,5,0,0,0,2,1,0,0.026028
user_45@scp.local,0,34,8,0,17,0.041,7,103.1,1,1,3,0,0,0,0,0,0,0.178229
user_34@scp.local,0,84,0,4,14,0.028,4,19.8,0,1,1,0,0,0,2,0,0,0.181826
user_28@scp.local,0,29,8,5,13,0.015,3,80.2,0,2,1,0,0,0,0,0,0,0.136552
user_20@scp.local,0,48,10,5,15,0.045,7,98.9,0,1,0,0,0,0,1,0,0,0.188900
user_14@scp.local,0,71,2,2,15,0.052,9,18.3,0,1,0,0,0,0,2,0,0,0.180611
user_17@scp.local,0,64,6,3,15,0.017,9,96.3,2,1,3,0,0,0,1,0,0,0.195011
user_41@scp.local,0,69,2,1,13,0.019,4,98.2,2,1,1,0,0,0,2,0,0,0.191354
user_40@scp.local,0,62,8,1,9,0.028,9,58.4,1,1,0,0,0,0,2,0,0,0.183760
user_11@scp.local,0,73,10,2,12,0.003,5,96.6,0,1,0,0,0,0,0,0,0,0.175479
user_10@scp.local,0,23,0,0,10,0.001,8,83.1,1,1,3,0,0,0,1,0,0,0.172122
user_14@scp.local,0,20,8,0,12,0.025,9,50.8,1,1,2,0,0,0,0,0,0,0.190473
user_12@scp.local,0,77,6,3,14,0.031,9,98.2,0,1,0,0,0,0,2,0,0,0.193642
user_15@scp.local,0,76,0,3,17,0.036,6,65.5,1,1,0,0,0,0,0,0,0,0.181441
user_16@scp.local,0,85,6,2,9,0.024,6,53.6,0,1,1,0,0,0,1,0,0,0.192915
user_29@scp.local,0,64,3,4,11,0.014,4,14.5,1,1,0,0,0,0,2,0,0,0.185246
user_43@scp.local,0,95,7,1,16,0.024,9,46.0,0,1,0,0,0,0,2,0,0,0.173421
user_43@scp.local,0,90,42,58,16,0.028,8,24.7,1,1,3,0,0,0,10,1,1,-0.018038
user_25@scp.local,0,87,5,1,17,0.014,6,11.2,2,1,3,0,0,0,1,0,0,0.176458
user_20@scp.local,0,61,0,4,9,0.029,8,99.2,1,1,3,0,0,0,2,0,0,0.184705
user_17@scp.local,0,57,8,0,11,0.023,4,95.7,0,1,3,0,0,0,2,0,0,0.183488
user_41@scp.local,0,359,9,4,9,0.666,19,31.4,1,1,3,0,0,0,1,1,1,-0.033943
user_50@scp.local,0,97,4,0,11,0.039,10,19.9,1,1,1,0,0,0,2,0,0,0.172549
user_38@scp.local,0,99,1,4,17,0.036,10,22.6,0,1,3,0,0,0,1,0,0,0.160755
user_28@scp.local,0,45,9,1,9,0.006,5,152.6,2,1,0,0,0,0,0,0,0,0.148839
user_22@scp.local,0,66,2,3,10,0.045,10,118.9,2,2,1,0,0,0,1,0,0,0.131981
user_47@scp.local,0,47,8,2,11,0.017,5,24.2,2,1,3,0,0,0,1,0,0,0.188458
user_43@scp.local,0,29,1,2,17,0.039,9,66.1,1,1,1,0,0,0,1,0,0,0.195757
user_25@scp.local,0,39,3,2,11,0.008,10,47.5,1,1,1,0,0,0,2,0,0,0.193248
user_22@scp.local,0,19,7,1,10,0.045,10,40.2,2,1,0,0,0,0,2,0,0,0.170414
user_42@scp.local,0,18,34,70,10,0.044,9,114.6,2,1,3,0,0,0,18,1,1,-0.050617
user_4@scp.local,0,53,6,3,14,0.045,10,51.5,1,1,2,0,0,0,0,0,0,0.193329
user_24@scp.local,0,46,2,4,10,0.033,10,74.3,2,1,0,0,0,0,2,0,0,0.182755
user_13@scp.local,0,99,8,3,16,0.02,4,35.7,2,1,2,0,0,0,1,0,0,0.181657
user_42@scp.local,0,80,10,2,5,0.048,4,160.9,2,1,0,0,0,0,0,1,0,0.117723
user_8@scp.local,0,93,11,7,15,0.03,9,29.1,0,1,2,0,0,0,2,0,0,0.169515
user_32@scp.local,0,98,9,4,13,0.002,10,23.0,1,1,2,0,0,0,2,0,0,0.174078
user_10@scp.local,0,95,5,4,12,0.018,8,73.8,0,1,2,0,0,0,0,0,0,0.192343
user_9@scp.local,0,53,12,4,12,0.022,6,70.2,0,1,3,0,0,0,1,0,0,0.196027
user_17@scp.local,0,65,9,2,15,0.026,5,85.9,0,1,3,0,0,0,0,0,0,0.188625
user_27@scp.local,0,85,10,4,13,0.028,3,35.1,2,1,2,0,0,0,2,0,0,0.187453
user_50@scp.local,0,89,10,1,14,0.024,5,67.7,1,1,2,0,0,0,1,0,0,0.197918
user_49@scp.local,0,59,1,1,9,0.027,8,116.4,2,1,0,0,0,0,0,0,0,0.166955
user_19@scp.local,0,24,5,2,13,0.0,9,61.2,0,1,2,0,0,0,1,0,0,0.198557
user_21@scp.local,0,78,1,2,10,0.015,3,105.1,2,1,1,0,0,0,1,0,0,0.184032
user_46@scp.local,0,74,7,5,15,0.022,8,65.7,0,1,3,0,0,0,0,0,0,0.191026
user_14@scp.local,0,100,3,4,17,0.004,10,54.8,1,1,2,0,0,0,0,0,0,0.166415
user_10@scp.local,0,73,2,4,12,0.034,4,92.1,1,1,2,0,0,0,1,0,0,0.204673
user_3@scp.local,0,75,5,1,9,0.022,7,78.4,1,1,3,0,0,0,2,0,0,0.193397
user_36@scp.local,0,10,8,4,9,0.046,6,7.9,1,1,2,0,0,0,1,0,0,0.177926
user_33@scp.local,0,39,3,0,4,0.038,6,278.7,0,1,0,0,0,0,0,1,0,0.072316
user_40@scp.local,0,24,6,4,16,0.002,4,58.1,2,1,3,0,0,0,2,0,0,0.182362
user_38@scp.local,0,51,10,5,12,0.012,10,116.0,2,1,2,0,0,0,0,0,0,0.179895
user_5@scp.local,0,85,0,0,15,0.041,10,47.7,1,1,2,0,0,0,2,0,0,0.179455
user_22@scp.local,0,91,6,3,9,0.033,5,76.4,1,1,0,0,0,0,0,0,0,0.176968
user_47@scp.local,0,16,4,4,14,0.016,4,98.4,2,1,2,0,0,0,2,0,0,0.190741
user_6@scp.local,0,56,6,5,11,0.033,10,49.0,1,1,2,0,0,0,0,0,0,0.192617
user_11@scp.local,0,30,4,1,9,0.04,4,9.1,1,1,3,0,0,0,1,0,0,0.178466
user_48@scp.local,0,40,10,4,14,0.01,10,48.2,1,1,3,0,0,0,0,0,0,0.181319
user_50@scp.local,0,88,6,2,10,0.021,9,100.9,1,1,3,0,0,0,2,0,0,0.189079
user_27@scp.local,0,92,1,3,13,0.046,3,94.1,0,1,2,0,0,0,0,0,0,0.183882
user_9@scp.local,0,21,4,5,10,0.031,6,72.7,1,1,2,0,0,0,0,0,0,0.192259
user_2@scp.local,0,71,9,0,10,0.042,6,45.5,0,1,3,0,0,0,2,0,0,0.181817
user_30@scp.local,0,35,10,3,9,0.007,8,131.6,2,1,0,0,0,0,1,0,0,0.168156
user_31@scp.local,0,40,1,2,14,0.044,9,43.2,2,1,0,0,0,0,0,0,0,0.183379
user_36@scp.local,0,86,8,1,14,0.021,6,37.1,2,1,3,0,0,0,0,0,0,0.184537
user_5@scp.local,0,17,11,5,13,0.039,6,5.7,2,1,0,0,0,0,1,0,0,0.172309
user_46@scp.local,0,41,7,4,13,0.034,9,109.0,2,1,2,0,0,0,2,0,0,0.197385
user_8@scp.local,0,27,3,4,11,0.002,3,85.1,0,1,0,0,0,0,2,0,0,0.180980
user_7@scp.local,0,30,0,3,10,0.016,6,81.8,2,1,1,0,0,0,1,0,0,0.189897
user_7@scp.local,0,47,9,0,10,0.014,7,43.5,2,1,0,0,0,0,2,0,0,0.182797
user_27@scp.local,0,71,15,7,11,0.022,8,60.0,1,1,0,0,0,0,2,0,0,0.163304
user_39@scp.local,0,17,8,4,13,0.044,3,52.2,1,1,2,0,0,0,1,0,0,0.197686
user_33@scp.local,0,85,7,0,13,0.021,3,18.9,2,1,0,0,0,0,0,0,0,0.173569
user_18@scp.local,0,25,9,5,16,0.015,3,116.8,0,1,1,0,0,0,2,0,0,0.175837
user_37@scp.local,0,20,5,3,10,0.032,7,113.4,2,1,0,0,0,0,2,0,0,0.184727
user_25@scp.local,0,92,5,4,14,0.002,5,110.1,0,1,1,0,0,0,1,0,0,0.188298
user_47@scp.local,0,51,0,3,11,0.022,9,28.1,2,1,0,0,0,0,0,0,0,0.174981
user_49@scp.local,0,14,3,2,11,0.026,5,44.9,0,1,0,0,0,0,0,0,0,0.180848
user_1@scp.local,0,309,6,2,15,0.772,28,33.3,0,1,1,0,0,0,1,1,1,-0.056195
user_15@scp.local,0,79,9,5,16,0.035,3,38.6,0,1,2,0,0,0,1,0,0,0.185666
user_22@scp.local,0,37,9,4,17,0.002,3,5.8,2,1,1,0,0,0,2,0,0,0.160042
user_7@scp.local,0,64,0,4,15,0.035,10,69.8,1,1,2,0,0,0,0,0,0,0.183213
user_34@scp.local,0,75,1,5,16,0.019,8,108.8,1,2,3,0,0,0,2,0,0,0.142589
user_48@scp.local,0,37,6,3,9,0.031,5,30.7,2,1,2,0,0,0,0,0,0,0.189503
user_21@scp.local,0,78,1,1,16,0.028,6,44.7,2,1,1,0,0,0,1,0,0,0.196851
user_4@scp.local,0,73,4,4,9,0.044,5,76.4,1,1,0,0,0,0,1,0,0,0.193056
user_3@scp.local,0,48,6,15,15,0.023,8,42.9,15,1,14,0,0,0,2,1,0,0.000219
user_1@scp.local,0,56,1,2,10,0.033,9,28.7,0,1,0,0,0,0,2,0,0,0.180646
user_25@scp.local,0,42,2,3,12,0.023,4,20.8,0,1,2,0,0,0,0,0,0,0.189384
user_39@scp.local,0,34,10,2,12,0.022,4,117.6,2,1,3,0,0,0,2,0,0,0.181101
user_28@scp.local,0,89,4,4,22,0.005,6,159.6,2,1,2,0,0,0,0,1,0,0.140065
user_40@scp.local,0,33,4,3,17,0.006,5,56.0,0,1,2,0,0,0,2,0,0,0.191534
user_17@scp.local,0,60,5,3,16,0.008,5,89.2,1,1,2,0,0,0,0,0,0,0.197589
user_48@scp.local,0,19,6,5,10,0.041,10,48.6,1,1,0,0,0,0,0,0,0,0.173821
user_45@scp.local,0,71,0,2,15,0.046,7,94.0,0,1,1,0,0,0,2,0,0,0.189629
user_47@scp.local,0,64,4,4,9,0.03,21,45.9,1,1,0,12,0,0,0,1,0,0.023097
user_12@scp.local,0,50,7,2,13,0.006,10,35.8,0,1,2,0,0,0,0,0,0,0.189850
user_3@scp.local,0,23,8,2,14,0.01,9,75.8,2,1,1,0,0,0,1,0,0,0.193551
user_31@scp.local,0,22,1,4,17,0.019,3,102.2,2,1,0,0,0,0,0,0,0,0.167332
user_4@scp.local,0,11,2,0,15,0.013,10,29.3,1,1,1,0,0,0,1,0,0,0.178297
user_34@scp.local,0,78,10,3,14,0.047,7,86.6,1,1,1,0,0,0,2,0,0,0.199474
user_8@scp.local,0,62,9,2,15,0.009,5,107.9,2,1,1,0,0,0,0,0,0,0.188567
user_41@scp.local,0,46,6,2,13,0.011,5,111.2,0,1,3,0,0,0,1,0,0,0.195092
user_41@scp.local,0,17,7,3,16,0.028,8,29.1,0,1,0,0,0,0,2,0,0,0.182643
user_25@scp.local,0,78,2,1,13,0.014,4,70.4,2,1,2,0,0,0,2,0,0,0.194407
user_27@scp.local,0,12,7,1,9,0.018,7,59.8,1,1,2,0,0,0,2,0,0,0.187098
user_36@scp.local,0,81,5,3,13,0.005,7,17.4,2,1,1,0,0,0,2,0,0,0.192551
user_23@scp.local,0,83,1,2,10,0.023,9,87.6,1,1,1,0,0,0,1,0,0,0.195401
user_36@scp.local,0,83,1,27,1,0.228,9,33.5,6,1,8,0,0,0,1,1,1,-0.019177
user_42@scp.local,0,15,9,3,10,0.006,9,22.9,2,1,0,0,0,0,2,0,0,0.165658
user_49@scp.local,0,85,4,4,10,0.016,8,9.8,1,1,2,0,0,0,0,0,0,0.183504
user_27@scp.local,0,63,9,4,17,0.042,8,109.5,0,1,0,0,0,0,2,0,0,0.178751
user_12@scp.local,0,10,2,0,10,0.02,8,22.9,1,1,0,0,0,0,0,0,0,0.167199
user_25@scp.local,0,80,4,2,5,0.021,9,237.7,0,1,3,0,0,0,1,1,0,0.107022
user_12@scp.local,0,75,9,0,16,0.032,3,105.4,1,1,0,0,0,0,1,0,0,0.179714
user_7@scp.local,0,71,2,3,9,0.045,8,22.5,2,1,3,0,0,0,1,0,0,0.183639
user_18@scp.local,0,28,9,5,12,0.021,8,56.5,2,1,1,0,0,0,1,0,0,0.200150
user_13@scp.local,0,78,8,2,16,0.032,9,63.4,1,1,2,0,0,0,0,0,0,0.192913
user_21@scp.local,0,59,1,2,13,0.038,9,10.5,0,1,3,0,0,0,2,0,0,0.181250
user_39@scp.local,0,39,2,3,16,0.047,8,61.1,2,1,0,0,0,0,0,0,0,0.183514
user_8@scp.local,0,73,4,3,14,0.008,3,70.2,0,3,1,0,0,0,1,0,0,0.111939
user_28@scp.local,0,93,2,5,15,0.023,3,20.0,1,2,3,0,0,0,1,0,0,0.135157
user_37@scp.local,0,71,10,2,10,0.0,10,107.2,0,1,2,0,0,0,0,0,0,0.173419
user_34@scp.local,0,37,4,0,11,0.05,7,41.7,0,1,3,0,0,0,0,0,0,0.181773
user_22@scp.local,0,31,4,4,14,0.033,5,110.0,2,1,0,0,0,0,1,0,0,0.194810
user_48@scp.local,0,49,4,4,16,0.011,10,8.8,2,1,1,0,0,0,0,0,0,0.170726
user_6@scp.local,0,43,8,2,9,0.067,6,80.1,1,1,0,0,0,0,0,0,0,0.174449
user_49@scp.local,0,50,4,2,11,0.025,8,110.3,1,1,2,0,0,0,2,0,0,0.202603
user_17@scp.local,0,81,7,5,11,0.012,10,82.0,2,1,3,0,0,0,1,0,0,0.188317
user_33@scp.local,0,12,0,5,9,0.044,8,77.4,2,1,3,0,0,0,1,0,0,0.170496
user_21@scp.local,0,91,8,4,15,0.016,4,96.9,2,1,0,0,0,0,0,0,0,0.177773
user_32@scp.local,0,58,10,2,14,0.009,5,40.9,0,1,3,0,0,0,0,0,0,0.184386
user_12@scp.local,0,88,2,5,11,0.005,7,101.9,0,1,3,0,0,0,0,0,0,0.180025
user_47@scp.local,0,81,4,5,16,0.025,10,30.5,0,1,0,0,0,0,1,0,0,0.176508
user_39@scp.local,0,33,5,1,12,0.0,3,105.7,0,1,1,0,0,0,0,0,0,0.181765
user_29@scp.local,0,48,6,3,15,0.009,3,106.0,2,1,2,0,0,0,1,0,0,0.194620
user_41@scp.local,0,40,7,3,17,0.046,8,81.2,2,1,0,0,0,0,0,0,0,0.182662
user_1@scp.local,0,71,8,4,16,0.04,6,20.8,1,1,2,0,0,0,1,0,0,0.199681
user_13@scp.local,0,66,6,0,15,0.04,4,43.2,0,1,3,0,0,0,1,0,0,0.192183
user_33@scp.local,0,97,0,4,13,0.05,4,66.1,1,1,1,0,0,0,1,0,0,0.183360
user_32@scp.local,0,53,6,5,10,0.004,7,103.6,0,1,3,0,0,0,0,0,0,0.182840
user_18@scp.local,0,14,9,5,15,0.037,3,73.9,1,1,1,0,0,0,2,0,0,0.185381
user_7@scp.local,0,90,6,2,16,0.049,4,5.5,2,1,1,0,0,0,0,0,0,0.165637
user_29@scp.local,0,37,6,2,12,0.045,7,111.6,1,1,3,0,0,0,0,0,0,0.193523
user_26@scp.local,0,26,10,2,11,0.016,10,35.7,1,1,3,0,0,0,2,0,0,0.180433
user_30@scp.local,0,50,5,1,13,0.004,7,76.7,1,1,1,0,0,0,1,0,0,0.204902
user_27@scp.local,0,52,5,4,10,0.001,9,103.3,0,1,2,0,0,0,2,0,0,0.188937
user_7@scp.local,0,34,5,1,10,0.028,8,23.8,2,1,0,0,0,0,1,0,0,0.190033
user_48@scp.local,0,11,10,2,11,0.045,3,110.5,1,1,3,0,0,0,0,0,0,0.169778
user_49@scp.local,0,10,6,5,12,0.036,5,47.4,1,1,3,0,0,0,2,0,0,0.189831
user_14@scp.local,0,11,2,3,17,0.035,5,31.1,0,1,3,0,0,0,2,0,0,0.176585
user_21@scp.local,0,58,5,0,14,0.022,3,62.3,0,1,0,0,0,0,1,0,0,0.193493
user_31@scp.local,0,89,0,1,10,0.006,6,52.5,2,1,2,0,0,0,0,0,0,0.173149
user_30@scp.local,0,41,3,1,13,0.048,3,117.9,1,1,2,0,0,0,1,0,0,0.193006
user_26@scp.local,0,31,9,2,9,0.041,9,81.2,0,1,2,0,0,0,2,0,0,0.188986
user_28@scp.local,0,77,0,5,10,0.026,3,112.9,2,1,1,0,0,0,1,0,0,0.174724
user_19@scp.local,0,15,1,3,11,0.031,6,117.6,0,1,3,0,0,0,1,0,0,0.185854
user_40@scp.local,0,36,4,4,17,0.003,10,103.3,0,1,1,0,0,0,1,0,0,0.183300
user_2@scp.local,0,42,0,2,12,0.002,6,48.8,0,1,1,0,0,0,2,0,0,0.188416
user_26@scp.local,0,63,3,3,14,0.012,5,52.7,2,1,0,0,0,0,0,0,0,0.192645
user_28@scp.local,0,58,7,4,9,0.027,4,102.8,1,1,0,0,0,0,2,0,0,0.183454
user_10@scp.local,0,87,6,2,16,0.016,10,108.4,1,1,2,0,0,0,2,0,0,0.184708
user_4@scp.local,0,98,10,5,12,0.008,4,119.4,1,1,2,0,0,0,1,0,0,0.179828
user_34@scp.local,0,85,0,3,15,0.048,10,24.1,0,1,2,0,0,0,2,0,0,0.175620
user_10@scp.local,0,98,1,21,15,0.027,3,86.7,7,1,8,0,0,0,1,1,0,0.053037
user_48@scp.local,0,56,8,2,16,0.006,5,36.9,2,1,0,0,0,0,2,0,0,0.181888
user_42@scp.local,0,50,4,1,17,0.049,6,59.5,0,1,0,0,0,0,1,0,0,0.192818
user_24@scp.local,0,60,5,0,9,0.023,3,84.8,1,1,2,0,0,0,2,0,0,0.187447
user_30@scp.local,0,50,8,1,10,0.03,3,16.6,2,1,2,0,0,0,1,0,0,0.185802
user_30@scp.local,0,77,6,2,17,0.011,10,51.5,2,1,0,0,0,0,0,0,0,0.174394
user_31@scp.local,0,88,0,1,11,0.022,8,52.7,2,1,1,0,0,0,2,0,0,0.183891
user_36@scp.local,0,80,11,7,17,0.019,8,25.5,2,1,1,0,0,0,0,0,0,0.160800
user_25@scp.local,0,97,7,5,9,0.022,4,52.0,1,1,1,0,0,0,1,0,0,0.180742
user_44@scp.local,0,53,4,4,12,0.004,6,43.4,1,1,0,0,0,0,2,0,0,0.196060
user_42@scp.local,0,100,6,4,14,0.039,10,53.7,0,1,0,0,0,0,1,0,0,0.174425
user_34@scp.local,0,82,5,4,13,0.025,4,18.0,0,1,2,0,0,0,0,0,0,0.189310
user_32@scp.local,0,72,9,4,17,0.046,3,111.9,2,1,3,0,0,0,0,0,0,0.170275
user_46@scp.local,0,15,3,2,17,0.035,9,98.6,1,1,0,0,0,0,1,0,0,0.182502
user_33@scp.local,0,71,6,4,17,0.023,10,58.7,0,1,0,0,0,0,2,0,0,0.178066
user_25@scp.local,0,61,9,1,11,0.039,3,44.7,1,1,0,0,0,0,0,0,0,0.180939
user_2@scp.local,0,82,5,1,11,0.013,6,103.3,0,1,1,0,0,0,2,0,0,0.192856
user_13@scp.local,0,89,9,0,15,0.039,3,60.5,1,1,2,0,0,0,2,0,0,0.187589
user_10@scp.local,0,45,9,2,14,0.021,10,116.9,2,1,2,0,0,0,1,0,0,0.186041
user_18@scp.local,0,97,13,6,15,0.032,10,58.0,0,1,1,0,0,0,1,0,0,0.170232
user_37@scp.local,0,40,10,2,16,0.04,6,49.5,1,1,2,0,0,0,2,0,0,0.197300
user_8@scp.local,0,18,1,2,14,0.025,10,36.2,0,1,0,0,0,0,2,0,0,0.175076
user_30@scp.local,0,413,9,1,10,0.465,17,34.1,1,1,3,0,0,0,2,1,1,-0.009846
user_8@scp.local,0,426,1,3,11,0.314,19,52.1,1,1,1,0,0,0,0,1,0,0.012619
user_19@scp.local,0,27,9,2,9,0.025,3,37.3,2,2,2,0,0,0,1,0,0,0.142087
user_32@scp.local,0,38,2,3,16,0.021,8,105.8,0,1,1,0,0,0,2,0,0,0.196072
user_24@scp.local,0,99,3,1,9,0.029,3,53.9,2,1,2,0,0,0,0,0,0,0.164905
user_28@scp.local,0,66,4,0,10,0.007,6,14.5,2,1,3,0,0,0,1,0,0,0.180550
user_41@scp.local,0,14,8,5,11,0.027,6,99.2,0,1,3,0,0,0,0,0,0,0.182724
user_22@scp.local,0,74,1,3,9,0.048,4,79.3,2,1,3,0,0,0,0,0,0,0.171746
user_5@scp.local,0,83,1,1,12,0.004,5,87.2,1,1,2,0,0,0,0,0,0,0.191414
user_49@scp.local,0,91,4,0,15,0.024,7,107.9,2,1,0,0,0,0,0,0,0,0.180717
user_12@scp.local,0,63,5,1,10,0.019,6,63.5,2,1,2,0,0,0,1,0,0,0.201320
user_47@scp.local,0,94,8,1,13,0.044,10,55.9,1,1,2,0,0,0,1,0,0,0.188545
user_26@scp.local,0,18,8,3,16,0.046,3,113.2,1,1,2,0,0,0,0,0,0,0.178893
user_34@scp.local,0,74,7,3,15,0.02,7,107.3,2,1,1,0,0,0,1,0,0,0.204166
user_30@scp.local,0,57,7,3,10,0.045,8,56.1,1,1,2,0,0,0,2,0,0,0.199202
user_44@scp.local,0,84,3,3,16,0.0,9,60.4,0,1,3,0,0,0,0,0,0,0.175697
